adset_id,account_name,decision_date,source,trigger,model,action,brief_action,amount,execution_status,amount_pct,hours,confidence,reasoning,data_quality_flags,self_assessment,gate_notes,budget_removed,input_tokens,output_tokens,cache_read_tokens,cost_usd,raw_output,input_json
730131929701188206,ACC-02,2026-06-11,llm,re_call,claude-haiku-4-5,wait,keep,,no_change,,4.0,0.65,Day 5 after yesterday's escalation and buyer's budget cut to 1.78. Small spend (0.96 USD) with -11.8% ROI. Pattern shows volatility but not consistent loss; need more data before cutting again.,[],Yesterday's escalation was appropriate given the severe -63% ROI and multiple buyer cuts. Today's milder -11.8% on low spend suggests stabilization; monitoring before further action.,[],0.0,2751,135,0,0.00343,"{""action"":""wait"",""amount_pct"":null,""hours"":4,""confidence"":0.65,""reasoning"":""Day 5 after yesterday's escalation and buyer's budget cut to 1.78. Small spend (0.96 USD) with -11.8% ROI. Pattern shows volatility but not consistent loss; need more data before cutting again."",""data_quality_flags"":[],""self_assessment"":""Yesterday's escalation was appropriate given the severe -63% ROI and multiple buyer cuts. Today's milder -11.8% on low spend suggests stabilization; monitoring before further action.""}","{""engine_now"": {""spend_now"": 0.9652, ""revenue_now"": 0.8509, ""profit_now"": -0.1143, ""roi_now"": -0.1184, ""current_budget"": 1.78, ""buyer_budget"": 1.78, ""hours_into_day"": 24, ""spend_day_no"": 5, ""last_7_days"": [{""date"": ""2026-06-09"", ""spend"": 3.0353, ""revenue"": 3.8989, ""profit"": 0.8636, ""roi"": 0.2845, ""conversions"": 17.0}, {""date"": ""2026-06-10"", ""spend"": 5.0292, ""revenue"": 1.8542, ""profit"": -3.175, ""roi"": -0.6313, ""conversions"": 18.0}, {""date"": ""2026-06-07"", ""spend"": 2.0447, ""revenue"": 1.9685, ""profit"": -0.0762, ""roi"": -0.0373, ""conversions"": 10.0}, {""date"": ""2026-06-08"", ""spend"": 1.9177, ""revenue"": 1.9431, ""profit"": 0.0254, ""roi"": 0.0132, ""conversions"": 12.0}, {""date"": ""2026-06-06"", ""spend"": 0.0, ""revenue"": null, ""profit"": null, ""roi"": 0.0, ""conversions"": null}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITHOUT_CAP"", ""roas_target"": null, ""daily_budget"": 1.778, ""geo_count"": 65, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [{""action_time"": ""2026-06-11 07:53:52.033734+00"", ""event_type"": ""ui_adjust_budget"", ""old_budget"": 2.54, ""new_budget"": 1.78, ""note"": null}], ""agent_log_48h"": [{""action"": ""escalate"", ""amount_pct"": null, ""hours"": null, ""confidence"": 0.45, ""reasoning"": ""Day 4 with severe ROI -63% after profitable days 1-3 and major buyer budget cuts today (6.35\u21923.81\u21922.54). Conflicting signals: data quality unclear. Human judgment needed."", ""data_quality_flags"": [""sudden_roi_reversal"", ""buyer_multiple_cuts_same_day""], ""self_assessment"": null, ""decision_date"": ""2026-06-10"", ""new_budget"": null}]}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""untrack"", ""escalate""], ""self_assessment_required"": true}"
730119487809115633,ACC-02,2026-06-11,llm,re_call,claude-haiku-4-5,untrack,keep,,no_change,,,0.75,ROI recovered to +98.7% today after yesterday's wait. Adset stabilized with buyer's budget adjustments. Conversions and revenue align. Performance restored to acceptable levels.,[],The wait decision was correct. ROI improved dramatically from -14.7% to +98.7% after the buyer's budget increases stabilized the adset.,[],0.0,2804,116,0,0.00338,"{""action"":""untrack"",""amount_pct"":null,""hours"":null,""confidence"":0.75,""reasoning"":""ROI recovered to +98.7% today after yesterday's wait. Adset stabilized with buyer's budget adjustments. Conversions and revenue align. Performance restored to acceptable levels."",""data_quality_flags"":[],""self_assessment"":""The wait decision was correct. ROI improved dramatically from -14.7% to +98.7% after the buyer's budget increases stabilized the adset.""}","{""engine_now"": {""spend_now"": 5.1689, ""revenue_now"": 10.2743, ""profit_now"": 5.1054, ""roi_now"": 0.9877, ""current_budget"": 12.7, ""buyer_budget"": 12.7, ""hours_into_day"": 24, ""spend_day_no"": 10, ""last_7_days"": [{""date"": ""2026-06-07"", ""spend"": 5.8166, ""revenue"": 7.7978, ""profit"": 1.9812, ""roi"": 0.3406, ""conversions"": 13.0}, {""date"": ""2026-06-06"", ""spend"": 2.9718, ""revenue"": 4.0005, ""profit"": 1.0287, ""roi"": 0.3462, ""conversions"": 5.0}, {""date"": ""2026-06-08"", ""spend"": 3.6957, ""revenue"": 3.2639, ""profit"": -0.4318, ""roi"": -0.1168, ""conversions"": 5.0}, {""date"": ""2026-06-09"", ""spend"": 3.4544, ""revenue"": 2.5908, ""profit"": -0.8636, ""roi"": -0.25, ""conversions"": 5.0}, {""date"": ""2026-06-10"", ""spend"": 4.3942, ""revenue"": 3.7465, ""profit"": -0.6477, ""roi"": -0.1474, ""conversions"": 8.0}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITH_MIN_ROAS"", ""roas_target"": 0.9, ""daily_budget"": 12.7, ""geo_count"": 65, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [{""action_time"": ""2026-06-11 10:40:47.279458+00"", ""event_type"": ""ui_update_budget"", ""old_budget"": 3.81, ""new_budget"": 6.35, ""note"": null}, {""action_time"": ""2026-06-11 16:50:02.285494+00"", ""event_type"": ""ui_update_budget"", ""old_budget"": 6.35, ""new_budget"": 12.7, ""note"": null}], ""agent_log_48h"": [{""action"": ""wait"", ""amount_pct"": null, ""hours"": 2, ""confidence"": 0.65, ""reasoning"": ""Day 9 shows a downtrend: last 4 days mostly negative, but ROI is -14.7%, not severe. Buyer already adjusted budget twice today; wait before cutting to see stabilization."", ""data_quality_flags"": [], ""self_assessment"": null, ""decision_date"": ""2026-06-10"", ""new_budget"": null}]}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""untrack"", ""escalate""], ""self_assessment_required"": true}"
730128434697262830,ACC-02,2026-06-11,llm,sent,claude-haiku-4-5,wait,keep,,no_change,,4.0,0.75,Day 10 shows one losing day after a profitable 5-day trend. Buyer cut budget twice today (25.4→20.32→18.29); let stabilize before acting. Data quality is clean.,[],,[],0.0,2689,89,0,0.00313,"{""action"":""wait"",""amount_pct"":null,""hours"":4,""confidence"":0.75,""reasoning"":""Day 10 shows one losing day after a profitable 5-day trend. Buyer cut budget twice today (25.4→20.32→18.29); let stabilize before acting. Data quality is clean."",""data_quality_flags"":[],""self_assessment"":null}","{""engine_now"": {""spend_now"": 22.6441, ""revenue_now"": 19.4437, ""profit_now"": -3.2004, ""roi_now"": -0.1413, ""current_budget"": 18.29, ""buyer_budget"": 18.29, ""hours_into_day"": 24, ""spend_day_no"": 10, ""last_7_days"": [{""date"": ""2026-06-06"", ""spend"": 9.5758, ""revenue"": 19.2151, ""profit"": 9.6393, ""roi"": 1.0066, ""conversions"": 21.0}, {""date"": ""2026-06-07"", ""spend"": 30.2768, ""revenue"": 36.5379, ""profit"": 6.2611, ""roi"": 0.2068, ""conversions"": 76.0}, {""date"": ""2026-06-08"", ""spend"": 46.1645, ""revenue"": 45.8851, ""profit"": -0.2794, ""roi"": -0.0061, ""conversions"": 114.0}, {""date"": ""2026-06-09"", ""spend"": 29.3878, ""revenue"": 34.163, ""profit"": 4.7752, ""roi"": 0.1625, ""conversions"": 86.0}, {""date"": ""2026-06-10"", ""spend"": 21.4249, ""revenue"": 31.242, ""profit"": 9.8171, ""roi"": 0.4582, ""conversions"": 66.0}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITH_MIN_ROAS"", ""roas_target"": 0.7, ""daily_budget"": 9.144, ""geo_count"": 65, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [{""action_time"": ""2026-06-11 06:33:22.367873+00"", ""event_type"": ""ui_adjust_budget"", ""old_budget"": 25.4, ""new_budget"": 20.32, ""note"": null}, {""action_time"": ""2026-06-11 13:48:35.858074+00"", ""event_type"": ""ui_adjust_budget"", ""old_budget"": 20.32, ""new_budget"": 18.29, ""note"": null}], ""agent_log_48h"": []}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""untrack"", ""escalate""], ""self_assessment_required"": false}"
730110997882223022,ACC-02,2026-06-11,llm,sent,claude-haiku-4-5,pause,pause,,applied,,2.0,0.65,"Day 1 new adset: spend 3.1 USD, ROI -67%. Small budget, harsh early loss. Pause 2 hours to observe if revenue materializes before cutting permanently.",[],,[],0.21,2328,86,0,0.00276,"{""action"":""pause"",""amount_pct"":null,""hours"":2,""confidence"":0.65,""reasoning"":""Day 1 new adset: spend 3.1 USD, ROI -67%. Small budget, harsh early loss. Pause 2 hours to observe if revenue materializes before cutting permanently."",""data_quality_flags"":[],""self_assessment"":null}","{""engine_now"": {""spend_now"": 3.0988, ""revenue_now"": 1.016, ""profit_now"": -2.0828, ""roi_now"": -0.6721, ""current_budget"": 2.54, ""buyer_budget"": 2.54, ""hours_into_day"": 24, ""spend_day_no"": 1, ""last_7_days"": [{""date"": ""2026-06-10"", ""spend"": 0.0, ""revenue"": null, ""profit"": null, ""roi"": 0.0, ""conversions"": null}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITHOUT_CAP"", ""roas_target"": null, ""daily_budget"": 2.54, ""geo_count"": 173, ""effective_status"": ""PAUSED""}, ""history"": {""buyer_actions_24h"": [], ""agent_log_48h"": []}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""pause"", ""untrack"", ""escalate""], ""self_assessment_required"": false}"
730131579628248110,ACC-02,2026-06-11,llm,sent,claude-haiku-4-5,wait,keep,,no_change,,2.0,0.65,Day 1 adset with -48.5% ROI but only $3.04 spend. Buyer adjusted budget twice today; likely still optimizing. Wait 2 hours for more data before cutting.,[],,[],0.0,2454,88,0,0.00289,"{""action"":""wait"",""amount_pct"":null,""hours"":2,""confidence"":0.65,""reasoning"":""Day 1 adset with -48.5% ROI but only $3.04 spend. Buyer adjusted budget twice today; likely still optimizing. Wait 2 hours for more data before cutting."",""data_quality_flags"":[],""self_assessment"":null}","{""engine_now"": {""spend_now"": 3.0353, ""revenue_now"": 1.5621, ""profit_now"": -1.4732, ""roi_now"": -0.4854, ""current_budget"": 3.81, ""buyer_budget"": 3.81, ""hours_into_day"": 24, ""spend_day_no"": 1, ""last_7_days"": [{""date"": ""2026-06-10"", ""spend"": 0.0, ""revenue"": null, ""profit"": null, ""roi"": 0.0, ""conversions"": null}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITH_MIN_ROAS"", ""roas_target"": 0.85, ""daily_budget"": 16.51, ""geo_count"": 122, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [{""action_time"": ""2026-06-11 10:46:13.400215+00"", ""event_type"": ""ui_adjust_budget"", ""old_budget"": 2.54, ""new_budget"": 5.08, ""note"": null}, {""action_time"": ""2026-06-11 16:41:51.029867+00"", ""event_type"": ""ui_adjust_budget"", ""old_budget"": 5.08, ""new_budget"": 3.81, ""note"": null}], ""agent_log_48h"": []}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""untrack"", ""escalate""], ""self_assessment_required"": false}"
730144026915581322,ACC-02,2026-06-11,llm,sent,claude-haiku-4-5,pause,pause,,applied,,2.0,0.75,"Day 1 adset, spend $2.13 with -64% ROI. Small budget losing hard on launch. Pause 2h to allow data stabilization and revenue catch-up before deciding further action.",[],,[],0.21,2327,89,0,0.00277,"{""action"":""pause"",""amount_pct"":null,""hours"":2,""confidence"":0.75,""reasoning"":""Day 1 adset, spend $2.13 with -64% ROI. Small budget losing hard on launch. Pause 2h to allow data stabilization and revenue catch-up before deciding further action."",""data_quality_flags"":[],""self_assessment"":null}","{""engine_now"": {""spend_now"": 2.1336, ""revenue_now"": 0.762, ""profit_now"": -1.3716, ""roi_now"": -0.6429, ""current_budget"": 2.54, ""buyer_budget"": 2.54, ""hours_into_day"": 24, ""spend_day_no"": 1, ""last_7_days"": [{""date"": ""2026-06-10"", ""spend"": 0.0, ""revenue"": null, ""profit"": null, ""roi"": 0.0, ""conversions"": null}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITHOUT_CAP"", ""roas_target"": null, ""daily_budget"": 2.54, ""geo_count"": 1, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [], ""agent_log_48h"": []}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""pause"", ""untrack"", ""escalate""], ""self_assessment_required"": false}"
730110081340832816,ACC-02,2026-06-11,llm,sent,claude-haiku-4-5,wait,keep,,no_change,,2.0,0.75,Day 5 shows -20.6% ROI after 4 profitable days. This appears to be a single bad day on a strong 7-day trend (+15.6% to +45.6% previously). Budget already cut to $1.27 minimum. Wait 2 hours to monitor recovery before acting.,[],,[],0.0,2513,112,0,0.00307,"{""action"":""wait"",""amount_pct"":null,""hours"":2,""confidence"":0.75,""reasoning"":""Day 5 shows -20.6% ROI after 4 profitable days. This appears to be a single bad day on a strong 7-day trend (+15.6% to +45.6% previously). Budget already cut to $1.27 minimum. Wait 2 hours to monitor recovery before acting."",""data_quality_flags"":[],""self_assessment"":null}","{""engine_now"": {""spend_now"": 5.2959, ""revenue_now"": 4.2037, ""profit_now"": -1.0922, ""roi_now"": -0.2062, ""current_budget"": 1.27, ""buyer_budget"": 1.27, ""hours_into_day"": 24, ""spend_day_no"": 5, ""last_7_days"": [{""date"": ""2026-06-09"", ""spend"": 10.7315, ""revenue"": 12.4079, ""profit"": 1.6764, ""roi"": 0.1562, ""conversions"": 19.0}, {""date"": ""2026-06-10"", ""spend"": 8.9535, ""revenue"": 10.16, ""profit"": 1.2065, ""roi"": 0.1348, ""conversions"": 20.0}, {""date"": ""2026-06-07"", ""spend"": 1.2827, ""revenue"": 0.762, ""profit"": -0.5207, ""roi"": -0.4059, ""conversions"": 1.0}, {""date"": ""2026-06-08"", ""spend"": 4.064, ""revenue"": 5.9182, ""profit"": 1.8542, ""roi"": 0.4562, ""conversions"": 7.0}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITH_MIN_ROAS"", ""roas_target"": 0.42, ""daily_budget"": 1.27, ""geo_count"": 65, ""effective_status"": ""PAUSED""}, ""history"": {""buyer_actions_24h"": [], ""agent_log_48h"": []}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""pause"", ""untrack"", ""escalate""], ""self_assessment_required"": false}"
730131326506248698,ACC-02,2026-06-11,llm,sent,claude-haiku-4-5,pause,pause,,applied,,2.0,0.65,"Day 1 new adset, spend $2.37 with ROI -37.4%. Limited data makes trends unclear. Pause 2 hours to observe if revenue materializes before deciding on cuts.",[],,[],0.21,2333,87,0,0.00277,"{""action"":""pause"",""amount_pct"":null,""hours"":2,""confidence"":0.65,""reasoning"":""Day 1 new adset, spend $2.37 with ROI -37.4%. Limited data makes trends unclear. Pause 2 hours to observe if revenue materializes before deciding on cuts."",""data_quality_flags"":[],""self_assessment"":null}","{""engine_now"": {""spend_now"": 2.3749, ""revenue_now"": 1.4859, ""profit_now"": -0.889, ""roi_now"": -0.3743, ""current_budget"": 2.54, ""buyer_budget"": 2.54, ""hours_into_day"": 24, ""spend_day_no"": 1, ""last_7_days"": [{""date"": ""2026-06-10"", ""spend"": 0.0, ""revenue"": null, ""profit"": null, ""roi"": 0.0, ""conversions"": null}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITH_MIN_ROAS"", ""roas_target"": 0.85, ""daily_budget"": 2.54, ""geo_count"": 122, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [], ""agent_log_48h"": []}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""pause"", ""untrack"", ""escalate""], ""self_assessment_required"": false}"
730170639469509054,ACC-02,2026-06-11,llm,sent,claude-haiku-4-5,wait,keep,,no_change,,2.0,0.65,"Day 1 adset with spend 2.59 USD and ROI -27.45% crossed the loss bar. Small spend, limited data, and no history warrant waiting before cutting. Revenue may still arrive overnight.",[],,[],0.0,2334,89,0,0.00278,"{""action"":""wait"",""amount_pct"":null,""hours"":2,""confidence"":0.65,""reasoning"":""Day 1 adset with spend 2.59 USD and ROI -27.45% crossed the loss bar. Small spend, limited data, and no history warrant waiting before cutting. Revenue may still arrive overnight."",""data_quality_flags"":[],""self_assessment"":null}","{""engine_now"": {""spend_now"": 2.5908, ""revenue_now"": 1.8796, ""profit_now"": -0.7112, ""roi_now"": -0.2745, ""current_budget"": 2.54, ""buyer_budget"": 2.54, ""hours_into_day"": 24, ""spend_day_no"": 1, ""last_7_days"": [{""date"": ""2026-06-10"", ""spend"": 0.0, ""revenue"": null, ""profit"": null, ""roi"": 0.0, ""conversions"": null}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITH_MIN_ROAS"", ""roas_target"": 0.85, ""daily_budget"": 2.54, ""geo_count"": 122, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [], ""agent_log_48h"": []}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""pause"", ""untrack"", ""escalate""], ""self_assessment_required"": false}"
730112090445912946,ACC-02,2026-06-11,llm,sent,claude-haiku-4-5,wait,keep,,no_change,,2.0,0.65,"New adset day 1, spend 2.1 USD triggers loss bar at -30.7% ROI. With minimal historical data and small budget, a 2-hour wait allows more revenue signal before acting.",[],,[],0.0,2334,89,0,0.00278,"{""action"":""wait"",""amount_pct"":null,""hours"":2,""confidence"":0.65,""reasoning"":""New adset day 1, spend 2.1 USD triggers loss bar at -30.7% ROI. With minimal historical data and small budget, a 2-hour wait allows more revenue signal before acting."",""data_quality_flags"":[],""self_assessment"":null}","{""engine_now"": {""spend_now"": 2.1082, ""revenue_now"": 1.4605, ""profit_now"": -0.6477, ""roi_now"": -0.3072, ""current_budget"": 2.54, ""buyer_budget"": 2.54, ""hours_into_day"": 24, ""spend_day_no"": 1, ""last_7_days"": [{""date"": ""2026-06-10"", ""spend"": 0.0, ""revenue"": null, ""profit"": null, ""roi"": 0.0, ""conversions"": null}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITH_MIN_ROAS"", ""roas_target"": 0.85, ""daily_budget"": 2.54, ""geo_count"": 122, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [], ""agent_log_48h"": []}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""pause"", ""untrack"", ""escalate""], ""self_assessment_required"": false}"
730172018151815904,ACC-03,2026-06-11,llm,re_call,claude-haiku-4-5,escalate,escalate,,pending_human,,,0.45,"Conflicting buyer signals (raised to 3.81, cut to 2.54 same day) and ROI still negative after our wait. Revenue flat despite conversions. Unclear if buyer intended volatility or data issue. Human review needed.","[""buyer_budget_volatility_24h""]",Wait action did not improve ROI; adset still at -17% on day 8. Buyer's contradictory budget moves same day suggest uncertainty.,[],0.0,2811,138,0,0.0035,"{""action"":""escalate"",""amount_pct"":null,""hours"":null,""confidence"":0.45,""reasoning"":""Conflicting buyer signals (raised to 3.81, cut to 2.54 same day) and ROI still negative after our wait. Revenue flat despite conversions. Unclear if buyer intended volatility or data issue. Human review needed."",""data_quality_flags"":[""buyer_budget_volatility_24h""],""self_assessment"":""Wait action did not improve ROI; adset still at -17% on day 8. Buyer's contradictory budget moves same day suggest uncertainty.""}","{""engine_now"": {""spend_now"": 4.2926, ""revenue_now"": 3.556, ""profit_now"": -0.7366, ""roi_now"": -0.1716, ""current_budget"": 2.54, ""buyer_budget"": 2.54, ""hours_into_day"": 24, ""spend_day_no"": 8, ""last_7_days"": [{""date"": ""2026-06-07"", ""spend"": 6.0325, ""revenue"": 7.8232, ""profit"": 1.7907, ""roi"": 0.2968, ""conversions"": 18.0}, {""date"": ""2026-06-08"", ""spend"": 5.3848, ""revenue"": 6.6421, ""profit"": 1.2573, ""roi"": 0.2335, ""conversions"": 13.0}, {""date"": ""2026-06-10"", ""spend"": 3.1115, ""revenue"": 1.9812, ""profit"": -1.1303, ""roi"": -0.3633, ""conversions"": 4.0}, {""date"": ""2026-06-09"", ""spend"": 4.1402, ""revenue"": 4.318, ""profit"": 0.1778, ""roi"": 0.0429, ""conversions"": 7.0}, {""date"": ""2026-06-06"", ""spend"": 2.2606, ""revenue"": 2.2733, ""profit"": 0.0127, ""roi"": 0.0056, ""conversions"": 8.0}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITHOUT_CAP"", ""roas_target"": null, ""daily_budget"": 1.27, ""geo_count"": 226, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [{""action_time"": ""2026-06-11 09:17:36.048436+00"", ""event_type"": ""ui_update_budget"", ""old_budget"": 1.74, ""new_budget"": 3.81, ""note"": null}, {""action_time"": ""2026-06-11 16:46:53.631645+00"", ""event_type"": ""ui_adjust_budget"", ""old_budget"": 3.81, ""new_budget"": 2.54, ""note"": null}], ""agent_log_48h"": [{""action"": ""wait"", ""amount_pct"": null, ""hours"": 4, ""confidence"": 0.75, ""reasoning"": ""Day 7 shows one bad day (-36% ROI) after a profitable trend (days 6-8: +24-30% ROI). Buyer cut budget today from 2.67 to 1.74. Watch impact of buyer's cut before acting further."", ""data_quality_flags"": [], ""self_assessment"": null, ""decision_date"": ""2026-06-10"", ""new_budget"": null}]}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""untrack"", ""escalate""], ""self_assessment_required"": true}"
730121683624182281,ACC-03,2026-06-11,llm,re_call,claude-haiku-4-5,untrack,keep,,no_change,,,0.85,ROI turned positive at +62.7% today after yesterday's escalation. The buyer's budget raises to 12.7 USD worked well. Adset is now profitable and restored; stop tracking.,[],Yesterday's escalation was correct; the buyer's aggressive budget raises recovered the adset from -38% ROI to +63% ROI today.,[],0.0,2818,117,0,0.0034,"{""action"":""untrack"",""amount_pct"":null,""hours"":null,""confidence"":0.85,""reasoning"":""ROI turned positive at +62.7% today after yesterday's escalation. The buyer's budget raises to 12.7 USD worked well. Adset is now profitable and restored; stop tracking."",""data_quality_flags"":[],""self_assessment"":""Yesterday's escalation was correct; the buyer's aggressive budget raises recovered the adset from -38% ROI to +63% ROI today.""}","{""engine_now"": {""spend_now"": 6.3246, ""revenue_now"": 10.287, ""profit_now"": 3.9624, ""roi_now"": 0.6265, ""current_budget"": 12.7, ""buyer_budget"": 12.7, ""hours_into_day"": 24, ""spend_day_no"": 4, ""last_7_days"": [{""date"": ""2026-06-09"", ""spend"": 3.8227, ""revenue"": 4.5466, ""profit"": 0.7239, ""roi"": 0.1894, ""conversions"": 17.0}, {""date"": ""2026-06-08"", ""spend"": 3.4036, ""revenue"": 3.0353, ""profit"": -0.3683, ""roi"": -0.1082, ""conversions"": 2.0}, {""date"": ""2026-06-10"", ""spend"": 3.175, ""revenue"": 1.9558, ""profit"": -1.2192, ""roi"": -0.384, ""conversions"": 11.0}, {""date"": ""2026-06-07"", ""spend"": 0.0, ""revenue"": null, ""profit"": null, ""roi"": 0.0, ""conversions"": null}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITH_MIN_ROAS"", ""roas_target"": 0.74, ""daily_budget"": 8.128, ""geo_count"": 65, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [{""action_time"": ""2026-06-11 07:42:06.493669+00"", ""event_type"": ""ui_update_budget"", ""old_budget"": 2.44, ""new_budget"": 3.81, ""note"": null}, {""action_time"": ""2026-06-11 11:56:08.866997+00"", ""event_type"": ""ui_update_budget"", ""old_budget"": 3.81, ""new_budget"": 6.35, ""note"": null}, {""action_time"": ""2026-06-11 16:53:15.066093+00"", ""event_type"": ""ui_update_budget"", ""old_budget"": 6.35, ""new_budget"": 12.7, ""note"": null}], ""agent_log_48h"": [{""action"": ""escalate"", ""amount_pct"": null, ""hours"": null, ""confidence"": 0.45, ""reasoning"": ""Aged day 3, ROI -38% with spend \u2265 3 USD triggers loss bar. Buyer cut budget twice today (3.81\u21923.05\u21922.44). Yesterday ROI was -11%. Conflicting trend direction with buyer's aggressive cuts; human decision needed."", ""data_quality_flags"": [], ""self_assessment"": null, ""decision_date"": ""2026-06-10"", ""new_budget"": null}]}, ""data_quality_flags"": [], ""is_shark"": false, ""allowed_actions"": [""wait"", ""diminish"", ""untrack"", ""escalate""], ""self_assessment_required"": true}"
730119979220314198,ACC-03,2026-06-11,llm,re_call,claude-haiku-4-5,untrack,keep,,no_change,,,0.85,Shark adset recovered strongly: ROI +86% today after yesterday's -22%. Buyer raised budget to 68 USD (full capacity). Profitable trend across 8 days warrants resuming normal operations.,[],Previous wait decision was correct; isolated yesterday's dip from buyer's budget changes. Today's strong recovery (+86% ROI) confirms the adset is healthy again.,[],0.0,2808,124,0,0.00343,"{""action"":""untrack"",""amount_pct"":null,""hours"":null,""confidence"":0.85,""reasoning"":""Shark adset recovered strongly: ROI +86% today after yesterday's -22%. Buyer raised budget to 68 USD (full capacity). Profitable trend across 8 days warrants resuming normal operations."",""data_quality_flags"":[],""self_assessment"":""Previous wait decision was correct; isolated yesterday's dip from buyer's budget changes. Today's strong recovery (+86% ROI) confirms the adset is healthy again.""}","{""engine_now"": {""spend_now"": 57.0992, ""revenue_now"": 105.9815, ""profit_now"": 48.8823, ""roi_now"": 0.8561, ""current_budget"": 68.0, ""buyer_budget"": 68.0, ""hours_into_day"": 24, ""spend_day_no"": 8, ""last_7_days"": [{""date"": ""2026-06-06"", ""spend"": 34.5567, ""revenue"": 92.3671, ""profit"": 57.8104, ""roi"": 1.6729, ""conversions"": 19.0}, {""date"": ""2026-06-07"", ""spend"": 76.3016, ""revenue"": 113.8428, ""profit"": 37.5412, ""roi"": 0.492, ""conversions"": 23.0}, {""date"": ""2026-06-08"", ""spend"": 55.5625, ""revenue"": 86.1949, ""profit"": 30.6324, ""roi"": 0.5513, ""conversions"": 21.0}, {""date"": ""2026-06-09"", ""spend"": 55.3212, ""revenue"": 116.4082, ""profit"": 61.087, ""roi"": 1.1042, ""conversions"": 27.0}, {""date"": ""2026-06-10"", ""spend"": 53.7718, ""revenue"": 41.8973, ""profit"": -11.8745, ""roi"": -0.2208, ""conversions"": 12.0}]}, ""metadata"": {""bid_strategy"": ""LOWEST_COST_WITHOUT_CAP"", ""roas_target"": null, ""daily_budget"": 43.510200000000005, ""geo_count"": 157, ""effective_status"": ""ACTIVE""}, ""history"": {""buyer_actions_24h"": [{""action_time"": ""2026-06-11 07:42:30.646542+00"", ""event_type"": ""ui_adjust_budget"", ""old_budget"": 42.6, ""new_budget"": 55.3, ""note"": null}, {""action_time"": ""2026-06-11 16:54:25.362045+00"", ""event_type"": ""ui_adjust_budget"", ""old_budget"": 55.3, ""new_budget"": 68.0, ""note"": null}], ""agent_log_48h"": [{""action"": ""wait"", ""amount_pct"": null, ""hours"": 4, ""confidence"": 0.75, ""reasoning"": ""Shark adset with one bad day after 4 profitable days. Buyer cut budget twice today (66.55\u219253.24\u219242.6). Wait to isolate today's performance from buyer's recent changes before acting."", ""data_quality_flags"": [], ""self_assessment"": null, ""decision_date"": ""2026-06-10"", ""new_budget"": null}]}, ""data_quality_flags"": [], ""is_shark"": true, ""allowed_actions"": [""wait"", ""diminish"", ""untrack"", ""escalate""], ""self_assessment_required"": true}"
